112.232.17.207,8118,山东济南,0.311,0.062,HTTP
222.85.39.85,808,河南平顶山,0.161,0.032,HTTP
180.173.177.30,53281,上海,0.393,0.078,HTTP
59.63.178.203,53281,山西阳泉,0.159,0.031,HTTP
171.108.205.85,53281,广西,0.55,0.11,HTTPS
110.84.176.204,8118,福建福州,0.201,0.04,HTTP
114.95.184.20,65205,上海,0.201,0.04,HTTPS
115.217.254.17,45253,浙江宁波,1.419,0.283,HTTPS
180.122.156.42,27748,江苏泰州,1.895,0.379,HTTP
113.232.194.237,80,辽宁沈阳,1.131,0.226,HTTP
49.85.4.207,45109,江苏泰州,0.76,0.152,HTTP
61.143.21.246,45815,广东江门,1.691,0.338,HTTP
121.12.42.139,61234,广东江门市新会区,0.212,0.042,HTTPS
1.199.192.89,24564,河南新乡,1.717,0.343,HTTP
49.85.13.90,43670,江苏泰州,0.171,0.034,HTTPS
180.155.132.195,44505,上海,1.143,0.228,HTTPS
115.226.132.146,28135,浙江丽水,0.509,0.101,HTTPS
123.163.165.170,808,河南三门峡,0.379,0.075,HTTP
36.99.207.200,808,浙江,1.219,0.243,HTTPS
180.113.83.189,48958,江苏无锡,1.639,0.327,HTTP
117.84.202.56,8118,江苏无锡,0.159,0.031,HTTPS
49.74.6.10,8118,江苏南京,0.155,0.031,HTTP
180.118.228.30,25080,江苏镇江,1.533,0.306,HTTP
123.161.153.164,43917,河南许昌,0.322,0.064,HTTP
218.73.141.94,42662,浙江温州,0.668,0.133,HTTP
39.78.104.36,8118,山东,0.098,0.019,HTTP
114.231.153.154,49170,江苏南通,1.57,0.314,HTTP
49.77.209.56,45074,江苏,1.69,0.338,HTTPS
180.122.147.56,25262,江苏泰州,0.289,0.057,HTTPS
116.248.161.205,80,云南昆明,1.411,0.282,HTTPS
182.34.16.245,808,山东烟台,0.222,0.044,HTTP
121.12.42.97,61234,广东江门市新会区,0.32,0.064,HTTPS
180.155.70.184,49966,上海,1.2,0.24,HTTPS
60.175.197.140,31493,安徽宿州,0.499,0.099,HTTP
120.37.172.195,36367,福建泉州,0.212,0.042,HTTPS
140.224.110.236,41139,UNKNOW,0.521,0.104,HTTPS
49.64.23.63,44137,江苏苏州,1.752,0.35,HTTPS
112.232.22.58,8118,山东济南,1.631,0.326,HTTPS
1.199.195.215,22090,河南新乡,1.218,0.243,HTTP
222.172.139.240,808,云南昆明,0.438,0.087,HTTPS
180.115.9.82,39228,江苏常州,0.286,0.057,HTTPS
110.189.207.41,49784,四川德阳,0.46,0.092,HTTPS
221.229.18.116,3128,江苏扬州,0.3,0.06,HTTPS
183.184.133.204,80,山西太原,0.068,0.013,HTTPS
171.12.133.6,36932,河南,0.59,0.118,HTTPS
182.34.191.92,4382,山东淄博,1.403,0.28,HTTPS
180.122.152.254,32729,江苏泰州,0.294,0.058,HTTP
175.172.207.178,80,辽宁,0.117,0.023,HTTP
115.213.207.50,29485,浙江丽水,0.657,0.131,HTTP
114.254.183.15,8118,北京,0.039,0.007,HTTPS
113.122.56.62,808,山东菏泽,0.25,0.05,HTTP
117.25.188.95,20927,福建厦门,0.534,0.106,HTTPS
49.85.15.45,30106,江苏泰州,0.167,0.033,HTTPS
118.76.202.111,80,山西晋中,0.122,0.024,HTTPS
222.141.15.201,8118,河南洛阳,0.455,0.091,HTTPS
121.12.42.141,61234,广东江门市新会区,0.218,0.043,HTTPS
117.62.168.11,38813,江苏,1.107,0.221,HTTP
175.169.181.254,80,辽宁大连,0.556,0.111,HTTPS
117.90.51.140,47590,江苏镇江,1.314,0.262,HTTPS
113.121.21.83,808,山东,0.625,0.125,HTTPS
123.54.234.188,31304,河南驻马店,0.673,0.134,HTTPS
60.175.196.26,31488,安徽宿州,0.201,0.04,HTTPS
27.153.128.84,36170,福建莆田,1.979,0.395,HTTPS
171.13.36.110,47607,河南,0.111,0.022,HTTPS
115.217.253.9,37862,浙江宁波,0.205,0.041,HTTPS
125.78.4.234,8118,福建泉州,0.433,0.086,HTTP
123.171.5.223,63909,山东聊城,1.583,0.316,HTTP
114.239.221.214,46641,江苏宿迁市泗阳县,0.205,0.041,HTTPS
49.85.6.29,31993,江苏泰州,0.171,0.034,HTTPS
115.213.233.61,41936,浙江丽水,0.444,0.088,HTTPS
171.38.96.24,8123,广西玉林,0.34,0.068,HTTPS
180.122.146.64,30175,江苏泰州,0.833,0.166,HTTPS
222.89.74.196,49682,河南新乡,0.27,0.054,HTTP
180.155.130.151,44678,上海,0.446,0.089,HTTP
180.122.146.64,30175,江苏泰州,1.257,0.251,HTTP
221.205.63.187,8118,山西太原,0.094,0.018,HTTPS
42.84.245.98,80,辽宁,1.099,0.219,HTTPS
182.120.166.168,80,河南焦作,1.125,0.225,HTTP
114.239.251.34,44548,江苏宿迁市泗阳县,0.21,0.042,HTTP
106.44.81.131,80,UNKNOW,0.613,0.122,HTTP
125.122.91.113,39969,浙江杭州,0.515,0.103,HTTP
60.189.111.35,8118,浙江台州,0.197,0.039,HTTP
114.239.0.107,808,江苏宿迁,0.184,0.036,HTTP
110.87.3.253,42050,福建厦门,0.523,0.104,HTTPS
114.232.3.243,36743,江苏南通,0.169,0.033,HTTP
121.31.102.195,8123,广西防城港,0.267,0.053,HTTP
125.109.192.236,28072,浙江温州,0.253,0.05,HTTP
115.221.118.116,38770,浙江温州,0.662,0.132,HTTP
115.226.136.102,41992,浙江丽水,1.239,0.247,HTTP
60.175.197.230,31259,安徽宿州,0.156,0.031,HTTP
42.87.225.144,30999,辽宁,1.377,0.275,HTTP
182.91.58.105,8123,广西桂林,1.484,0.296,HTTP
115.202.241.132,33248,浙江台州,0.168,0.033,HTTP
117.71.133.48,46301,安徽合肥,1.26,0.252,HTTP
27.158.125.217,808,福建,1.457,0.291,HTTPS
218.73.141.197,22176,浙江温州,0.278,0.055,HTTPS
49.87.177.223,33033,江苏淮安,0.502,0.1,HTTPS
49.85.11.4,20857,江苏泰州,0.418,0.083,HTTPS
122.5.135.191,808,山东德州,0.168,0.033,HTTPS
171.38.78.121,8123,广西玉林,0.609,0.121,HTTP
220.199.118.211,808,广东湛江,1.828,0.365,HTTPS
27.159.125.148,8118,福建莆田,0.246,0.049,HTTP
123.207.89.98,8998,UNKNOW,0.234,0.046,HTTP
221.229.18.95,808,江苏扬州,0.12,0.024,HTTPS
59.41.202.128,53281,广东广州,0.566,0.113,HTTPS
27.159.127.198,8118,福建莆田,0.211,0.042,HTTPS
218.81.130.217,20321,上海,0.889,0.177,HTTPS
114.230.219.30,20125,江苏扬州,0.132,0.026,HTTPS
117.69.98.74,26549,安徽宿州,1.254,0.25,HTTPS
123.55.176.206,37026,河南三门峡,0.839,0.167,HTTP
